date,country,index_to_feb01
2020-07-30,FR,77.06
2020-07-31,FR,77.14
2020-08-01,FR,76.83
2020-08-02,FR,76.61
2020-08-03,FR,76.22
2020-08-04,FR,75.6
2020-08-05,FR,75.78
2020-08-06,FR,76.13
2020-08-07,FR,76.35
2020-08-08,FR,76.67
2020-08-09,FR,76.98
2020-08-10,FR,77.34
2020-08-11,FR,77.87
2020-08-12,FR,77.89
2020-08-13,FR,77.8
2020-08-14,FR,77.75
2020-08-15,FR,77.7
2020-08-16,FR,77.42
2020-08-17,FR,77.32
2020-08-18,FR,77.39
2020-08-19,FR,77.36
2020-08-20,FR,77.36
2020-08-21,FR,77.02
2020-08-22,FR,76.67
2020-08-23,FR,76.76
2020-08-24,FR,76.84
2020-08-25,FR,76.77
2020-08-26,FR,76.71
2020-08-27,FR,76.54
2020-08-28,FR,76.45
2020-08-29,FR,76.9
2020-08-30,FR,77.13
2020-08-31,FR,77.1
2020-09-01,FR,77
2020-09-02,FR,76.8
2020-09-03,FR,76.82
2020-09-04,FR,77.26
2020-09-05,FR,77.13
2020-09-06,FR,77.18
2020-09-07,FR,77.39
2020-09-08,FR,77.78
2020-09-09,FR,78.22
2020-09-10,FR,78.41
2020-09-11,FR,78.97
2020-09-12,FR,79.54
2020-09-13,FR,79.96
2020-09-14,FR,80.31
2020-09-15,FR,80.43
2020-09-16,FR,80.69
2020-09-17,FR,81.41
2020-09-18,FR,81.68
2020-09-19,FR,82.07
2020-09-20,FR,82.39
2020-09-21,FR,82.62
2020-09-22,FR,83.16
2020-09-23,FR,83.8
2020-09-24,FR,84.17
2020-09-25,FR,84.54
2020-09-26,FR,84.79
2020-09-27,FR,85.1
2020-09-28,FR,85.57
2020-09-29,FR,85.92
2020-09-30,FR,85.97
2020-10-01,FR,85.49
2020-10-02,FR,85.22
2020-10-03,FR,85.1
2020-10-04,FR,84.82
2020-10-05,FR,84.54
2020-10-06,FR,84.16
2020-10-07,FR,84.02
2020-10-08,FR,84.5
2020-10-09,FR,84.81
2020-10-10,FR,84.9
2020-10-11,FR,85.11
2020-10-12,FR,85.3
2020-10-13,FR,84.94
2020-10-14,FR,84.88
2020-10-15,FR,85.03
2020-10-16,FR,84.88
2020-10-17,FR,84.71
2020-10-18,FR,84.38
2020-10-19,FR,84.01
2020-10-20,FR,84
2020-10-21,FR,84.12
2020-10-22,FR,84.03
2020-10-23,FR,84.17
2020-10-24,FR,84.51
2020-10-25,FR,85
2020-10-26,FR,85.21
2020-10-27,FR,86.05
2020-10-28,FR,86.32
2020-10-29,FR,86.44
2020-10-30,FR,86.37
2020-10-31,FR,86.23
2020-11-01,FR,85.83
2020-11-02,FR,85.92
2020-11-03,FR,85.4
2020-11-04,FR,84.94
2020-11-05,FR,84.34
2020-11-06,FR,83.81
2020-11-07,FR,83.27
2020-11-08,FR,83.09
2020-11-09,FR,82.62
2020-11-10,FR,82.51
2020-11-11,FR,82.35
2020-11-12,FR,82.23
2020-11-13,FR,82.03
2020-11-14,FR,81.81
2020-11-15,FR,81.62
2020-11-16,FR,81.52
2020-11-17,FR,81.29
2020-11-18,FR,80.85
2020-11-19,FR,80.47
2020-11-20,FR,79.96
2020-11-21,FR,79.53
2020-11-22,FR,79.24
2020-11-23,FR,79
2020-11-24,FR,78.53
2020-11-25,FR,78.67
2020-11-26,FR,78.91
2020-11-27,FR,79.45
